output,#terms
HIT te183 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_6)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0)))) ; log prior = -13.761609 ; log likelihood = 0.000000,
HIT te184 w/ (lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (mathDomain_mult $1 $0))))) $0 mathDomain_3)) ; log prior = -7.304531 ; log likelihood = 0.000000,
HIT te185 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)) ; log prior = -4.351776 ; log likelihood = 0.000000,
HIT te186 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) $0))) ; log prior = -8.689484 ; log likelihood = 0.000000,
HIT te187 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)) ; log prior = -4.361794 ; log likelihood = 0.000000,
HIT te188 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_1)) $0)) ; log prior = -3.740949 ; log likelihood = 0.000000,
HIT te189 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) $0)) ; log prior = -4.653363 ; log likelihood = 0.000000,
HIT te190 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) ; log prior = -7.608969 ; log likelihood = 0.000000,
MISS te191,3
MISS te192,4
HIT te193 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_6)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) ; log prior = -7.762008 ; log likelihood = 0.000000,
HIT te194 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) ; log prior = -7.967579 ; log likelihood = 0.000000,
HIT te195 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) $0)) ; log prior = -4.929517 ; log likelihood = 0.000000,
HIT te196 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) $0)) ; log prior = -4.273245 ; log likelihood = 0.000000,
HIT te197 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (mathDomain_mult $1 $0))))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0) mathDomain_3)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) ; log prior = -8.057550 ; log likelihood = 0.000000,
HIT te198 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (mathDomain_mult $1 $0))))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0) mathDomain_3)) $0)) ; log prior = -5.091808 ; log likelihood = 0.000000,
HIT te199 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (mathDomain_mult $0 mathDomain_6)))) ; log prior = -13.545902 ; log likelihood = 0.000000,
HIT te200 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) $0)) ; log prior = -4.901098 ; log likelihood = 0.000000,
HIT te201 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) $0)) ; log prior = -4.666751 ; log likelihood = 0.000000,
HIT te202 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) ; log prior = -7.392210 ; log likelihood = 0.000000,
MISS te203,6
MISS te204,4
HIT te205 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0)) ; log prior = -5.047387 ; log likelihood = 0.000000,
MISS te206,6
HIT te207 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) $0)) ; log prior = -4.653470 ; log likelihood = 0.000000,
MISS te208,5
HIT te209 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0))) ; log prior = -8.394829 ; log likelihood = 0.000000,
MISS te210,3
HIT te211 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) $0)) ; log prior = -4.920375 ; log likelihood = 0.000000,
HIT te212 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) $0)) ; log prior = -4.931796 ; log likelihood = 0.000000,
MISS te213,4
MISS te214,4
HIT te215 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) $0)) ; log prior = -4.924199 ; log likelihood = 0.000000,
HIT te216 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) (mathDomain_swap $0 mathDomain_2))) ; log prior = -13.030631 ; log likelihood = 0.000000,
